Fecha,Precio
2025-02-28,1365.1
2025-03-01,1366.16
2025-03-04,1366.16
2025-03-06,1371.48
2025-03-07,1372.55
2025-03-12,1377.89
2025-03-20,1381.11
2025-03-27,1381.11
