"id_delito","tipo","uso_arma","barrio"
"80078","Robo","NO","VILLA URQUIZA"
"80080","Robo","NO","VILLA URQUIZA"
"80082","Robo","NO","VILLA URQUIZA"
"80089","Robo","NO","VILLA URQUIZA"
"80090","Robo","NO","VILLA URQUIZA"
"80091","Robo","NO","VILLA URQUIZA"
"80094","Robo","NO","VILLA URQUIZA"
"80099","Robo","NO","VILLA URQUIZA"
"80100","Robo","NO","VILLA URQUIZA"
"80102","Robo","NO","VILLA URQUIZA"
"80105","Robo","NO","VILLA URQUIZA"
"80107","Robo","NO","VILLA URQUIZA"
"80111","Robo","NO","VILLA URQUIZA"
"80112","Robo","NO","VILLA URQUIZA"
"80114","Robo","NO","VILLA URQUIZA"
"80116","Robo","NO","VILLA URQUIZA"
"80117","Robo","NO","VILLA URQUIZA"
"80123","Robo","NO","VILLA URQUIZA"
"80124","Robo","NO","VILLA URQUIZA"
"80125","Robo","NO","VILLA URQUIZA"
"80126","Robo","NO","VILLA URQUIZA"
"80129","Robo","NO","VILLA URQUIZA"
"80130","Robo","NO","VILLA URQUIZA"
"80133","Robo","NO","VILLA URQUIZA"
"80138","Robo","NO","VILLA URQUIZA"
"80140","Robo","NO","VILLA URQUIZA"
"80146","Robo","NO","VILLA URQUIZA"
"80152","Robo","NO","VILLA URQUIZA"
"80155","Robo","NO","VILLA URQUIZA"
"80156","Robo","NO","VILLA URQUIZA"
"80166","Robo","NO","VILLA URQUIZA"
"80170","Robo","NO","VILLA URQUIZA"
"80171","Robo","NO","VILLA URQUIZA"
"80173","Robo","NO","VILLA URQUIZA"
"80174","Robo","NO","VILLA URQUIZA"
"80175","Robo","NO","VILLA URQUIZA"
"80183","Robo","NO","VILLA URQUIZA"
"80185","Robo","NO","VILLA URQUIZA"
"80186","Robo","NO","VILLA URQUIZA"
"80191","Robo","NO","VILLA URQUIZA"
"80192","Robo","NO","VILLA URQUIZA"
"80193","Robo","NO","VILLA URQUIZA"
"80195","Robo","NO","VILLA URQUIZA"
"80198","Robo","NO","VILLA URQUIZA"
"80199","Robo","NO","VILLA URQUIZA"
"80202","Robo","NO","VILLA URQUIZA"
"80205","Robo","NO","VILLA URQUIZA"
"80209","Robo","NO","VILLA URQUIZA"
"80214","Robo","NO","VILLA URQUIZA"
"80215","Robo","NO","VILLA URQUIZA"
"80219","Robo","NO","VILLA URQUIZA"
"80225","Robo","NO","VILLA URQUIZA"
"80231","Robo","NO","VILLA URQUIZA"
"80232","Robo","NO","VILLA URQUIZA"
"80234","Robo","NO","VILLA URQUIZA"
"80236","Robo","NO","VILLA URQUIZA"
"80237","Robo","NO","VILLA URQUIZA"
"80239","Robo","NO","VILLA URQUIZA"
"80243","Robo","NO","VILLA URQUIZA"
"80246","Robo","NO","VILLA URQUIZA"
"80247","Robo","NO","VILLA URQUIZA"
"80248","Robo","NO","VILLA URQUIZA"
"80250","Robo","NO","VILLA URQUIZA"
"80251","Robo","NO","VILLA URQUIZA"
"80254","Robo","NO","VILLA URQUIZA"
"80255","Robo","NO","VILLA URQUIZA"
"80256","Robo","NO","VILLA URQUIZA"
"80259","Robo","NO","VILLA URQUIZA"
"80262","Robo","NO","VILLA URQUIZA"
"80264","Robo","NO","VILLA URQUIZA"
"80266","Robo","NO","VILLA URQUIZA"
"80267","Robo","NO","VILLA URQUIZA"
"80268","Robo","NO","VILLA URQUIZA"
"80271","Robo","NO","VILLA URQUIZA"
"80274","Robo","NO","VILLA URQUIZA"
"80276","Robo","NO","VILLA URQUIZA"
"80279","Robo","NO","VILLA URQUIZA"
"80280","Robo","NO","VILLA URQUIZA"
"80283","Robo","NO","VILLA URQUIZA"
"80285","Robo","NO","VILLA URQUIZA"
"80286","Robo","NO","VILLA URQUIZA"
"80288","Robo","NO","VILLA URQUIZA"
"80291","Robo","NO","VILLA URQUIZA"
"80292","Robo","NO","VILLA URQUIZA"
"80294","Robo","NO","VILLA URQUIZA"
"80297","Robo","NO","VILLA URQUIZA"
"80299","Robo","NO","VILLA URQUIZA"
"80300","Robo","NO","VILLA URQUIZA"
"80302","Robo","NO","VILLA URQUIZA"
"80306","Robo","NO","VILLA URQUIZA"
"80307","Robo","NO","VILLA URQUIZA"
"80311","Robo","NO","VILLA URQUIZA"
"80316","Robo","NO","VILLA URQUIZA"
"80318","Robo","NO","VILLA URQUIZA"
"80319","Robo","NO","VILLA URQUIZA"
"80323","Robo","NO","VILLA URQUIZA"
"80325","Robo","NO","VILLA URQUIZA"
"80329","Robo","NO","VILLA URQUIZA"
"80330","Robo","NO","VILLA URQUIZA"
"80332","Robo","NO","VILLA URQUIZA"
"80334","Robo","NO","VILLA URQUIZA"
"80337","Robo","NO","VILLA URQUIZA"
"80341","Robo","NO","VILLA URQUIZA"
"80342","Robo","NO","VILLA URQUIZA"
"80344","Robo","NO","VILLA URQUIZA"
"80346","Robo","NO","VILLA URQUIZA"
"80347","Robo","NO","VILLA URQUIZA"
"80348","Robo","NO","VILLA URQUIZA"
"80352","Robo","NO","VILLA URQUIZA"
"80354","Robo","NO","VILLA URQUIZA"
"80355","Robo","NO","VILLA URQUIZA"
"80356","Robo","NO","VILLA URQUIZA"
"80357","Robo","NO","VILLA URQUIZA"
"80358","Robo","NO","VILLA URQUIZA"
"80360","Robo","NO","VILLA URQUIZA"
"80361","Robo","NO","VILLA URQUIZA"
"80368","Robo","NO","VILLA URQUIZA"
"80371","Robo","NO","VILLA URQUIZA"
"80373","Robo","NO","VILLA URQUIZA"
"80375","Robo","NO","VILLA URQUIZA"
"80376","Robo","NO","VILLA URQUIZA"
"80377","Robo","NO","VILLA URQUIZA"
"80378","Robo","NO","VILLA URQUIZA"
"80380","Robo","NO","VILLA URQUIZA"
"80383","Robo","NO","VILLA URQUIZA"
"80384","Robo","NO","VILLA URQUIZA"
"80389","Robo","NO","VILLA URQUIZA"
"80392","Robo","NO","VILLA URQUIZA"
"80393","Robo","NO","VILLA URQUIZA"
"80399","Robo","NO","VILLA URQUIZA"
"80402","Robo","NO","VILLA URQUIZA"
"80403","Robo","NO","VILLA URQUIZA"
"80406","Robo","NO","VILLA URQUIZA"
"80408","Robo","NO","VILLA URQUIZA"
"80410","Robo","NO","VILLA URQUIZA"
"80414","Robo","NO","VILLA URQUIZA"
"80418","Robo","NO","VILLA URQUIZA"
"80420","Robo","NO","VILLA URQUIZA"
"80421","Robo","NO","VILLA URQUIZA"
"80422","Robo","NO","VILLA URQUIZA"
"80423","Robo","NO","VILLA URQUIZA"
"80424","Robo","NO","VILLA URQUIZA"
"80425","Robo","NO","VILLA URQUIZA"
"80426","Robo","NO","VILLA URQUIZA"
"80427","Robo","NO","VILLA URQUIZA"
"80439","Robo","NO","VILLA URQUIZA"
"80441","Robo","NO","VILLA URQUIZA"
"80443","Robo","NO","VILLA URQUIZA"
"80447","Robo","NO","VILLA URQUIZA"
"80450","Robo","NO","VILLA URQUIZA"
"80451","Robo","NO","VILLA URQUIZA"
"80454","Robo","NO","VILLA URQUIZA"
"80455","Robo","NO","VILLA URQUIZA"
"80460","Robo","NO","VILLA URQUIZA"
"80461","Robo","NO","VILLA URQUIZA"
"80464","Robo","NO","VILLA URQUIZA"
"80466","Robo","NO","VILLA URQUIZA"
"80467","Robo","NO","VILLA URQUIZA"
"80469","Robo","NO","VILLA URQUIZA"
"80479","Robo","NO","VILLA URQUIZA"
"80481","Robo","NO","VILLA URQUIZA"
"80482","Robo","NO","VILLA URQUIZA"
"80485","Robo","NO","VILLA URQUIZA"
"80490","Robo","NO","VILLA URQUIZA"
"80491","Robo","NO","VILLA URQUIZA"
"80495","Robo","NO","VILLA URQUIZA"
"80497","Robo","NO","VILLA URQUIZA"
"80500","Robo","NO","VILLA URQUIZA"
"80503","Robo","NO","VILLA URQUIZA"
"80508","Robo","NO","VILLA URQUIZA"
"80509","Robo","NO","VILLA URQUIZA"
"80518","Robo","NO","VILLA URQUIZA"
"80522","Robo","NO","VILLA URQUIZA"
"80526","Robo","NO","VILLA URQUIZA"
"80531","Robo","NO","VILLA URQUIZA"
"80532","Robo","NO","VILLA URQUIZA"
"80533","Robo","NO","VILLA URQUIZA"
"80535","Robo","NO","VILLA URQUIZA"
"80545","Robo","NO","VILLA URQUIZA"
"80546","Robo","NO","VILLA URQUIZA"
"80548","Robo","NO","VILLA URQUIZA"
"80558","Robo","NO","VILLA URQUIZA"
"80561","Robo","NO","VILLA URQUIZA"
"80562","Robo","NO","VILLA URQUIZA"
"80565","Robo","NO","VILLA URQUIZA"
"80567","Robo","NO","VILLA URQUIZA"
"80572","Robo","NO","VILLA URQUIZA"
"80575","Robo","NO","VILLA URQUIZA"
"80578","Robo","NO","VILLA URQUIZA"
"80579","Robo","NO","VILLA URQUIZA"
"80580","Robo","NO","VILLA URQUIZA"
"80583","Robo","NO","VILLA URQUIZA"
"80590","Robo","NO","VILLA URQUIZA"
"80591","Robo","NO","VILLA URQUIZA"
"80596","Robo","NO","VILLA URQUIZA"
"80598","Robo","NO","VILLA URQUIZA"
"80599","Robo","NO","VILLA URQUIZA"
"80600","Robo","NO","VILLA URQUIZA"
"80602","Robo","NO","VILLA URQUIZA"
"80604","Robo","NO","VILLA URQUIZA"
"80605","Robo","NO","VILLA URQUIZA"
"80611","Robo","NO","VILLA URQUIZA"
"80612","Robo","NO","VILLA URQUIZA"
"80615","Robo","NO","VILLA URQUIZA"
"80622","Robo","NO","VILLA URQUIZA"
"80624","Robo","NO","VILLA URQUIZA"
"80627","Robo","NO","VILLA URQUIZA"
"80629","Robo","NO","VILLA URQUIZA"
"80631","Robo","NO","VILLA URQUIZA"
"80632","Robo","NO","VILLA URQUIZA"
"80634","Robo","NO","VILLA URQUIZA"
"80642","Robo","NO","VILLA URQUIZA"
"80648","Robo","NO","VILLA URQUIZA"
"80650","Robo","NO","VILLA URQUIZA"
"80651","Robo","NO","VILLA URQUIZA"
"80652","Robo","NO","VILLA URQUIZA"
"80658","Robo","NO","VILLA URQUIZA"
"80663","Robo","NO","VILLA URQUIZA"
"80664","Robo","NO","VILLA URQUIZA"
"80665","Robo","NO","VILLA URQUIZA"
"80672","Robo","NO","VILLA URQUIZA"
"80674","Robo","NO","VILLA URQUIZA"
"80676","Robo","NO","VILLA URQUIZA"
"80679","Robo","NO","VILLA URQUIZA"
"80680","Robo","NO","VILLA URQUIZA"
"80681","Robo","NO","VILLA URQUIZA"
"80687","Robo","NO","VILLA URQUIZA"
"80691","Robo","NO","VILLA URQUIZA"
"80692","Robo","NO","VILLA URQUIZA"
"80694","Robo","NO","VILLA URQUIZA"
"80711","Robo","NO","VILLA URQUIZA"
"80720","Robo","NO","VILLA URQUIZA"
"80721","Robo","NO","VILLA URQUIZA"
"80726","Robo","NO","VILLA URQUIZA"
"80733","Robo","NO","VILLA URQUIZA"
"80736","Robo","NO","VILLA URQUIZA"
"80737","Robo","NO","VILLA URQUIZA"
"80744","Robo","NO","VILLA URQUIZA"
"80745","Robo","NO","VILLA URQUIZA"
"80749","Robo","NO","VILLA URQUIZA"
"80751","Robo","NO","VILLA URQUIZA"
"80753","Robo","NO","VILLA URQUIZA"
"80757","Robo","NO","VILLA URQUIZA"
"80758","Robo","NO","VILLA URQUIZA"
"80759","Robo","NO","VILLA URQUIZA"
"80762","Robo","NO","VILLA URQUIZA"
"80764","Robo","NO","VILLA URQUIZA"
"80766","Robo","NO","VILLA URQUIZA"
"80768","Robo","NO","VILLA URQUIZA"
"80769","Robo","NO","VILLA URQUIZA"
"80771","Robo","NO","VILLA URQUIZA"
"80773","Robo","NO","VILLA URQUIZA"
"80776","Robo","NO","VILLA URQUIZA"
"80778","Robo","NO","VILLA URQUIZA"
"80779","Robo","NO","VILLA URQUIZA"
"80780","Robo","NO","VILLA URQUIZA"
"80781","Robo","NO","VILLA URQUIZA"
"80786","Robo","NO","VILLA URQUIZA"
"80789","Robo","NO","VILLA URQUIZA"
"80790","Robo","NO","VILLA URQUIZA"
"80792","Robo","NO","VILLA URQUIZA"
"80794","Robo","NO","VILLA URQUIZA"
"80802","Robo","NO","VILLA URQUIZA"
"80804","Robo","NO","VILLA URQUIZA"
"80805","Robo","NO","VILLA URQUIZA"
"80807","Robo","NO","VILLA URQUIZA"
"80808","Robo","NO","VILLA URQUIZA"
"80809","Robo","NO","VILLA URQUIZA"
"80811","Robo","NO","VILLA URQUIZA"
"80812","Robo","NO","VILLA URQUIZA"
"80814","Robo","NO","VILLA URQUIZA"
"80815","Robo","NO","VILLA URQUIZA"
"80817","Robo","NO","VILLA URQUIZA"
"80819","Robo","NO","VILLA URQUIZA"
"80826","Robo","NO","VILLA URQUIZA"
"80827","Robo","NO","VILLA URQUIZA"
"80828","Robo","NO","VILLA URQUIZA"
"80829","Robo","NO","VILLA URQUIZA"
"80833","Robo","NO","VILLA URQUIZA"
"80834","Robo","NO","VILLA URQUIZA"
"80835","Robo","NO","VILLA URQUIZA"
"80836","Robo","NO","VILLA URQUIZA"
"80839","Robo","NO","VILLA URQUIZA"
"80842","Robo","NO","VILLA URQUIZA"
"80844","Robo","NO","VILLA URQUIZA"
"80845","Robo","NO","VILLA URQUIZA"
"80849","Robo","NO","VILLA URQUIZA"
"80852","Robo","NO","VILLA URQUIZA"
"80853","Robo","NO","VILLA URQUIZA"
"80858","Robo","NO","VILLA URQUIZA"
"80861","Robo","NO","VILLA URQUIZA"
"80862","Robo","NO","VILLA URQUIZA"
"80864","Robo","NO","VILLA URQUIZA"
"80866","Robo","NO","VILLA URQUIZA"
"80869","Robo","NO","VILLA URQUIZA"
"80871","Robo","NO","VILLA URQUIZA"
"80872","Robo","NO","VILLA URQUIZA"
"80874","Robo","NO","VILLA URQUIZA"
"80877","Robo","NO","VILLA URQUIZA"
"80885","Robo","NO","VILLA URQUIZA"
"80888","Robo","NO","VILLA URQUIZA"
"80891","Robo","NO","VILLA URQUIZA"
"80892","Robo","NO","VILLA URQUIZA"
"80893","Robo","NO","VILLA URQUIZA"
"80897","Robo","NO","VILLA URQUIZA"
"80898","Robo","NO","VILLA URQUIZA"
"80900","Robo","NO","VILLA URQUIZA"
"80913","Robo","NO","VILLA URQUIZA"
"80916","Robo","NO","VILLA URQUIZA"
"80917","Robo","NO","VILLA URQUIZA"
"80920","Robo","NO","VILLA URQUIZA"
"80921","Robo","NO","VILLA URQUIZA"
"80944","Robo","NO","VILLA URQUIZA"
"80945","Robo","NO","VILLA URQUIZA"
"80948","Robo","NO","VILLA URQUIZA"
"80950","Robo","NO","VILLA URQUIZA"
"80952","Robo","NO","VILLA URQUIZA"
"80957","Robo","NO","VILLA URQUIZA"
"80958","Robo","NO","VILLA URQUIZA"
"80959","Robo","NO","VILLA URQUIZA"
"80961","Robo","NO","VILLA URQUIZA"
"80962","Robo","NO","VILLA URQUIZA"
"80966","Robo","NO","VILLA URQUIZA"
"80983","Robo","NO","VILLA URQUIZA"
"80987","Robo","NO","VILLA URQUIZA"
"80993","Robo","NO","VILLA URQUIZA"
"80996","Robo","NO","VILLA URQUIZA"
"80998","Robo","NO","VILLA URQUIZA"
"80999","Robo","NO","VILLA URQUIZA"
"81002","Robo","NO","VILLA URQUIZA"
"81003","Robo","NO","VILLA URQUIZA"
"81008","Robo","NO","VILLA URQUIZA"
"81009","Robo","NO","VILLA URQUIZA"
"81012","Robo","NO","VILLA URQUIZA"
"81026","Robo","NO","VILLA URQUIZA"
"81033","Robo","NO","VILLA URQUIZA"
"81035","Robo","NO","VILLA URQUIZA"
"81036","Robo","NO","VILLA URQUIZA"
"81037","Robo","NO","VILLA URQUIZA"
"81041","Robo","NO","VILLA URQUIZA"
"81044","Robo","NO","VILLA URQUIZA"
"81046","Robo","NO","VILLA URQUIZA"
"81050","Robo","NO","VILLA URQUIZA"
"81058","Robo","NO","VILLA URQUIZA"
"81060","Robo","NO","VILLA URQUIZA"
"81062","Robo","NO","VILLA URQUIZA"
"81073","Robo","NO","VILLA URQUIZA"
"81075","Robo","NO","VILLA URQUIZA"
"81086","Robo","NO","VILLA URQUIZA"
"81087","Robo","NO","VILLA URQUIZA"
"81089","Robo","NO","VILLA URQUIZA"
"81108","Robo","NO","VILLA URQUIZA"
"81109","Robo","NO","VILLA URQUIZA"
"81116","Robo","NO","VILLA URQUIZA"
"81117","Robo","NO","VILLA URQUIZA"
"81118","Robo","NO","VILLA URQUIZA"
"81119","Robo","NO","VILLA URQUIZA"
"81121","Robo","NO","VILLA URQUIZA"
"81130","Robo","NO","VILLA URQUIZA"
"81133","Robo","NO","VILLA URQUIZA"
"81136","Robo","NO","VILLA URQUIZA"
"81145","Robo","NO","VILLA URQUIZA"
"81146","Robo","NO","VILLA URQUIZA"
"81157","Robo","NO","VILLA URQUIZA"
"81158","Robo","NO","VILLA URQUIZA"
"81191","Robo","NO","VILLA URQUIZA"
"81192","Robo","NO","VILLA URQUIZA"
"81195","Robo","NO","VILLA URQUIZA"
"81196","Robo","NO","VILLA URQUIZA"
"81198","Robo","NO","VILLA URQUIZA"
"81205","Robo","NO","VILLA URQUIZA"
"81214","Robo","NO","VILLA URQUIZA"
"81217","Robo","NO","VILLA URQUIZA"
"81218","Robo","NO","VILLA URQUIZA"
"81219","Robo","NO","VILLA URQUIZA"
"81220","Robo","NO","VILLA URQUIZA"
"81230","Robo","NO","VILLA URQUIZA"
"81235","Robo","NO","VILLA URQUIZA"
"81239","Robo","NO","VILLA URQUIZA"
"81246","Robo","NO","VILLA URQUIZA"
"81247","Robo","NO","VILLA URQUIZA"
"81251","Robo","NO","VILLA URQUIZA"
"81252","Robo","NO","VILLA URQUIZA"
"81253","Robo","NO","VILLA URQUIZA"
"81256","Robo","NO","VILLA URQUIZA"
"81258","Robo","NO","VILLA URQUIZA"
"81261","Robo","NO","VILLA URQUIZA"
"81263","Robo","NO","VILLA URQUIZA"
"81291","Robo","NO","VILLA URQUIZA"
"81295","Robo","NO","VILLA URQUIZA"
"81299","Robo","NO","VILLA URQUIZA"
"81311","Robo","NO","VILLA URQUIZA"
"81314","Robo","NO","VILLA URQUIZA"
"81320","Robo","NO","VILLA URQUIZA"
"81324","Robo","NO","VILLA URQUIZA"
"81328","Robo","NO","VILLA URQUIZA"
"81331","Robo","NO","VILLA URQUIZA"
"81334","Robo","NO","VILLA URQUIZA"
"81339","Robo","NO","VILLA URQUIZA"
"81341","Robo","NO","VILLA URQUIZA"
"81343","Robo","NO","VILLA URQUIZA"
"81344","Robo","NO","VILLA URQUIZA"
"81345","Robo","NO","VILLA URQUIZA"
"81347","Robo","NO","VILLA URQUIZA"
"81350","Robo","NO","VILLA URQUIZA"
"81355","Robo","NO","VILLA URQUIZA"
"81356","Robo","NO","VILLA URQUIZA"
"81362","Robo","NO","VILLA URQUIZA"
"81363","Robo","NO","VILLA URQUIZA"
"81364","Robo","NO","VILLA URQUIZA"
"81366","Robo","NO","VILLA URQUIZA"
"81367","Robo","NO","VILLA URQUIZA"
"81368","Robo","NO","VILLA URQUIZA"
"81370","Robo","NO","VILLA URQUIZA"
"81375","Robo","NO","VILLA URQUIZA"
"81377","Robo","NO","VILLA URQUIZA"
"81379","Robo","NO","VILLA URQUIZA"
"81382","Robo","NO","VILLA URQUIZA"
"81384","Robo","NO","VILLA URQUIZA"
"81389","Robo","NO","VILLA URQUIZA"
"81391","Robo","NO","VILLA URQUIZA"
"81393","Robo","NO","VILLA URQUIZA"
"81395","Robo","NO","VILLA URQUIZA"
"81402","Robo","NO","VILLA URQUIZA"
"81403","Robo","NO","VILLA URQUIZA"
"81408","Robo","NO","VILLA URQUIZA"
"81412","Robo","NO","VILLA URQUIZA"
"81417","Robo","NO","VILLA URQUIZA"
"81419","Robo","NO","VILLA URQUIZA"
"81421","Robo","NO","VILLA URQUIZA"
"81423","Robo","NO","VILLA URQUIZA"
"81425","Robo","NO","VILLA URQUIZA"
"81428","Robo","NO","VILLA URQUIZA"
"81433","Robo","NO","VILLA URQUIZA"
"81450","Robo","NO","VILLA URQUIZA"
"81458","Robo","NO","VILLA URQUIZA"
"81465","Robo","NO","VILLA URQUIZA"
"81466","Robo","NO","VILLA URQUIZA"
"81467","Robo","NO","VILLA URQUIZA"
"81468","Robo","NO","VILLA URQUIZA"
"81470","Robo","NO","VILLA URQUIZA"
"81471","Robo","NO","VILLA URQUIZA"
"81472","Robo","NO","VILLA URQUIZA"
"81474","Robo","NO","VILLA URQUIZA"
"81477","Robo","NO","VILLA URQUIZA"
"81478","Robo","NO","VILLA URQUIZA"
"81480","Robo","NO","VILLA URQUIZA"
"81482","Robo","NO","VILLA URQUIZA"
"81483","Robo","NO","VILLA URQUIZA"
"81484","Robo","NO","VILLA URQUIZA"
"81486","Robo","NO","VILLA URQUIZA"
"81487","Robo","NO","VILLA URQUIZA"
"81488","Robo","NO","VILLA URQUIZA"
"81489","Robo","NO","VILLA URQUIZA"
"81490","Robo","NO","VILLA URQUIZA"
"81491","Robo","NO","VILLA URQUIZA"
"81492","Robo","NO","VILLA URQUIZA"
"81495","Robo","NO","VILLA URQUIZA"
"81496","Robo","NO","VILLA URQUIZA"
"81498","Robo","NO","VILLA URQUIZA"
"81512","Robo","NO","VILLA URQUIZA"
"81531","Robo","NO","VILLA URQUIZA"
"81532","Robo","NO","VILLA URQUIZA"
"81538","Robo","NO","VILLA URQUIZA"
"81542","Robo","NO","VILLA URQUIZA"
"81544","Robo","NO","VILLA URQUIZA"
"81547","Robo","NO","VILLA URQUIZA"
"81548","Robo","NO","VILLA URQUIZA"
"81552","Robo","NO","VILLA URQUIZA"
"81553","Robo","NO","VILLA URQUIZA"
"81556","Robo","NO","VILLA URQUIZA"
"81557","Robo","NO","VILLA URQUIZA"
"81558","Robo","NO","VILLA URQUIZA"
"81559","Robo","NO","VILLA URQUIZA"
"81560","Robo","NO","VILLA URQUIZA"
"81561","Robo","NO","VILLA URQUIZA"
"81563","Robo","NO","VILLA URQUIZA"
"81567","Robo","NO","VILLA URQUIZA"
"81568","Robo","NO","VILLA URQUIZA"
"81570","Robo","NO","VILLA URQUIZA"
"81579","Robo","NO","VILLA URQUIZA"
"81583","Robo","NO","VILLA URQUIZA"
"81591","Robo","NO","VILLA URQUIZA"
"81598","Robo","NO","VILLA URQUIZA"
"81608","Robo","NO","VILLA URQUIZA"
"81609","Robo","NO","VILLA URQUIZA"
"81619","Robo","NO","VILLA URQUIZA"
"81620","Robo","NO","VILLA URQUIZA"
"81622","Robo","NO","VILLA URQUIZA"
"81625","Robo","NO","VILLA URQUIZA"
"81629","Robo","NO","VILLA URQUIZA"
"81631","Robo","NO","VILLA URQUIZA"
"81632","Robo","NO","VILLA URQUIZA"
"81633","Robo","NO","VILLA URQUIZA"
"81642","Robo","NO","VILLA URQUIZA"
"81643","Robo","NO","VILLA URQUIZA"
"81647","Robo","NO","VILLA URQUIZA"
"81648","Robo","NO","VILLA URQUIZA"
"81662","Robo","NO","VILLA URQUIZA"
"81663","Robo","NO","VILLA URQUIZA"
"81664","Robo","NO","VILLA URQUIZA"
"81665","Robo","NO","VILLA URQUIZA"
"81668","Robo","NO","VILLA URQUIZA"
"81671","Robo","NO","VILLA URQUIZA"
"81672","Robo","NO","VILLA URQUIZA"
"81675","Robo","NO","VILLA URQUIZA"
"81680","Robo","NO","VILLA URQUIZA"
"81685","Robo","NO","VILLA URQUIZA"
"81686","Robo","NO","VILLA URQUIZA"
"81687","Robo","NO","VILLA URQUIZA"
"81689","Robo","NO","VILLA URQUIZA"
"81690","Robo","NO","VILLA URQUIZA"
"81694","Robo","NO","VILLA URQUIZA"
"81696","Robo","NO","VILLA URQUIZA"
"81701","Robo","NO","VILLA URQUIZA"
"81703","Robo","NO","VILLA URQUIZA"
"81706","Robo","NO","VILLA URQUIZA"
"81708","Robo","NO","VILLA URQUIZA"
"81711","Robo","NO","VILLA URQUIZA"
"81714","Robo","NO","VILLA URQUIZA"
"81715","Robo","NO","VILLA URQUIZA"
"81717","Robo","NO","VILLA URQUIZA"
"81718","Robo","NO","VILLA URQUIZA"
"81721","Robo","NO","VILLA URQUIZA"
"81723","Robo","NO","VILLA URQUIZA"
"81727","Robo","NO","VILLA URQUIZA"
"81731","Robo","NO","VILLA URQUIZA"
"81733","Robo","NO","VILLA URQUIZA"
"81736","Robo","NO","VILLA URQUIZA"
"81738","Robo","NO","VILLA URQUIZA"
"81740","Robo","NO","VILLA URQUIZA"
"81741","Robo","NO","VILLA URQUIZA"
"81744","Robo","NO","VILLA URQUIZA"
"81748","Robo","NO","VILLA URQUIZA"
"81749","Robo","NO","VILLA URQUIZA"
"81750","Robo","NO","VILLA URQUIZA"
"81751","Robo","NO","VILLA URQUIZA"
"81752","Robo","NO","VILLA URQUIZA"
"81753","Robo","NO","VILLA URQUIZA"
"81754","Robo","NO","VILLA URQUIZA"
"81755","Robo","NO","VILLA URQUIZA"
"81756","Robo","NO","VILLA URQUIZA"
"81758","Robo","NO","VILLA URQUIZA"
"81770","Robo","NO","VILLA URQUIZA"
"81776","Robo","NO","VILLA URQUIZA"
"81778","Robo","NO","VILLA URQUIZA"
"81779","Robo","NO","VILLA URQUIZA"
"81815","Robo","NO","VILLA URQUIZA"
"81816","Robo","NO","VILLA URQUIZA"
"81821","Robo","NO","VILLA URQUIZA"
"81824","Robo","NO","VILLA URQUIZA"
"81847","Robo","NO","VILLA URQUIZA"
"81849","Robo","NO","VILLA URQUIZA"
"81852","Robo","NO","VILLA URQUIZA"
"81854","Robo","NO","VILLA URQUIZA"
"81856","Robo","NO","VILLA URQUIZA"
"81857","Robo","NO","VILLA URQUIZA"
"81858","Robo","NO","VILLA URQUIZA"
"81859","Robo","NO","VILLA URQUIZA"
"81860","Robo","NO","VILLA URQUIZA"
"81864","Robo","NO","VILLA URQUIZA"
"81866","Robo","NO","VILLA URQUIZA"
"81870","Robo","NO","VILLA URQUIZA"
"81871","Robo","NO","VILLA URQUIZA"
"81874","Robo","NO","VILLA URQUIZA"
"81875","Robo","NO","VILLA URQUIZA"
"81880","Robo","NO","VILLA URQUIZA"
"81881","Robo","NO","VILLA URQUIZA"
"81882","Robo","NO","VILLA URQUIZA"
"81883","Robo","NO","VILLA URQUIZA"
"81889","Robo","NO","VILLA URQUIZA"
"81891","Robo","NO","VILLA URQUIZA"
"81893","Robo","NO","VILLA URQUIZA"
"81894","Robo","NO","VILLA URQUIZA"
"81897","Robo","NO","VILLA URQUIZA"
"81898","Robo","NO","VILLA URQUIZA"
"81899","Robo","NO","VILLA URQUIZA"
"127095","Robo","NO","VILLA URQUIZA"
"131562","Robo","NO","VILLA URQUIZA"
"131564","Robo","NO","VILLA URQUIZA"
"138406","Robo","NO","VILLA URQUIZA"
"141057","Robo","NO","VILLA URQUIZA"
"141058","Robo","NO","VILLA URQUIZA"
"141059","Robo","NO","VILLA URQUIZA"
"141060","Robo","NO","VILLA URQUIZA"
"144088","Robo","NO","VILLA URQUIZA"
"144109","Robo","NO","VILLA URQUIZA"
"144124","Robo","NO","VILLA URQUIZA"
"146453","Robo","NO","VILLA URQUIZA"
"146459","Robo","NO","VILLA URQUIZA"
"146874","Robo","NO","VILLA URQUIZA"
"147029","Robo","NO","VILLA URQUIZA"
"147962","Robo","NO","VILLA URQUIZA"
"147963","Robo","NO","VILLA URQUIZA"
"147964","Robo","NO","VILLA URQUIZA"
"147965","Robo","NO","VILLA URQUIZA"
"148743","Robo","NO","VILLA URQUIZA"
"148937","Robo","NO","VILLA URQUIZA"
"148939","Robo","NO","VILLA URQUIZA"
"148941","Robo","NO","VILLA URQUIZA"
"148943","Robo","NO","VILLA URQUIZA"
"148958","Robo","NO","VILLA URQUIZA"
"149093","Robo","NO","VILLA URQUIZA"
"152148","Robo","NO","VILLA URQUIZA"
"152151","Robo","NO","VILLA URQUIZA"
"152156","Robo","NO","VILLA URQUIZA"
"152165","Robo","NO","VILLA URQUIZA"
