"ID_SUELDO","SUELDO_NETO","ID_PUESTO_TRABAJO","FECHA"
"3052","1460000","1","2/25/2025"
"4461","1479000","13","2/25/2025"
"3631","1500000","14","2/25/2025"
"2359","1500000","1","2/25/2025"
"3914","1500000","2","2/25/2025"
"2371","1500000","14","2/25/2025"
"3780","1500000","2","2/25/2025"
"5030","1500000","1","2/25/2025"
"2886","1500000","2","2/25/2025"
"4399","1500000","2","2/25/2025"
"2996","1500000","7","2/25/2025"
"3774","1525458","2","2/25/2025"
"2428","1534945","5","2/25/2025"
"2470","1547694","14","2/25/2025"
"2720","1550000","2","2/25/2025"
"2366","1580000","14","2/25/2025"
"5304","1584331","2","2/25/2025"
"4742","1584532","1","2/25/2025"
"3768","1600000","13","2/25/2025"
"2597","1600000","3","2/25/2025"
"2737","1600000","2","2/25/2025"
"4860","1600000","2","2/25/2025"
"2931","1600000","7","2/25/2025"
"3028","1600000","14","2/25/2025"
"2233","1623000","13","2/25/2025"
"3449","1633000","6","2/25/2025"
"4358","1644000","15","2/25/2025"
"4413","1647000","4","2/25/2025"
"3601","1648000","2","2/25/2025"
"4228","1650000","2","2/25/2025"
"3358","1650000","2","2/25/2025"
"2212","1665000","8","2/25/2025"
"2352","1682164","3","2/25/2025"
"3085","1688000","14","2/25/2025"
"3618","1700000","7","2/25/2025"
"4816","1700000","5","2/25/2025"
"5040","1700000","3","2/25/2025"
"2373","1719375","13","2/25/2025"
"3487","1725000","1","2/25/2025"
"5204","1725000","3","2/25/2025"
"3510","1726000","8","2/25/2025"
"3497","1741740","15","2/25/2025"
"4820","1750000","3","2/25/2025"
"4953","1750000","2","2/25/2025"
"4436","1780000","4","2/25/2025"
"2579","1798000","2","2/25/2025"
"2226","1800000","14","2/25/2025"
"2874","1800000","3","2/25/2025"
"3333","1800000","1","2/25/2025"
"4591","1800000","3","2/25/2025"
"4598","1800000","8","2/25/2025"
"3473","1800000","2","2/25/2025"
"4731","1800000","8","2/25/2025"
"4846","1800000","7","2/25/2025"
"3081","1800000","4","2/25/2025"
"3611","1800000","6","2/25/2025"
"1931","1822967","1","2/25/2025"
"3434","1839000","5","2/25/2025"
"5223","1850000","3","2/25/2025"
"2513","1867000","14","2/25/2025"
"4192","1875000","1","2/25/2025"
"4839","1881000","2","2/25/2025"
"3921","1890000","3","2/25/2025"
"2262","1895000","3","2/25/2025"
"3906","1900000","14","2/25/2025"
"5182","1900000","8","2/25/2025"
"4885","1900000","15","2/25/2025"
"2576","1900000","8","2/25/2025"
"2375","1900000","2","2/25/2025"
"3781","1900000","15","2/25/2025"
"3319","1900000","6","2/25/2025"
"5261","1943842","1","2/25/2025"
"2507","1945654","15","2/25/2025"
"3977","1950000","8","2/25/2025"
"3622","1950000","2","2/25/2025"
"4244","1953000","8","2/25/2025"
"2668","1960000","2","2/25/2025"
"3983","1970000","8","2/25/2025"
"4002","1973000","7","2/25/2025"
"4952","2000000","2","2/25/2025"
"4633","2000000","6","2/25/2025"
"5266","2000000","5","2/25/2025"
"5287","2000000","2","2/25/2025"
"3226","2000000","7","2/25/2025"
"4392","2000000","2","2/25/2025"
"3881","2041000","7","2/25/2025"
"4978","2041800","9","2/25/2025"
"5081","2044000","2","2/25/2025"
"3731","2049000","3","2/25/2025"
"4513","2050000","2","2/25/2025"
"4851","2060000","7","2/25/2025"
"3274","2065000","8","2/25/2025"
"3836","2075000","3","2/25/2025"
"4759","2083911","4","2/25/2025"
"4417","2086000","3","2/25/2025"
"3290","2095000","1","2/25/2025"
"3185","2100000","3","2/25/2025"
"4287","2100000","15","2/25/2025"
"2755","2100000","8","2/25/2025"
"3706","2100000","6","2/25/2025"
"4172","2100000","2","2/25/2025"
"4565","2100000","2","2/25/2025"
"2933","2126000","5","2/25/2025"
"3337","2150000","3","2/25/2025"
"2336","2158000","14","2/25/2025"
"2026","2168602","6","2/25/2025"
"4709","2176224","3","2/25/2025"
"3073","2200000","1","2/25/2025"
"3265","2200000","3","2/25/2025"
"3160","2200000","2","2/25/2025"
"3544","2200000","3","2/25/2025"
"3946","2200000","5","2/25/2025"
"3025","2215000","7","2/25/2025"
"3492","2224746","4","2/25/2025"
"2890","2233000","15","2/25/2025"
"2017","2262399","8","2/25/2025"
"2644","2270268","15","2/25/2025"
"4305","2300000","3","2/25/2025"
"2454","2300000","15","2/25/2025"
"5181","2300000","15","2/25/2025"
"2866","2300000","15","2/25/2025"
"4518","2300000","2","2/25/2025"
"2966","2331000","15","2/25/2025"
"3136","2331740","5","2/25/2025"
"3169","2355555","3","2/25/2025"
"4380","2390000","5","2/25/2025"
"4501","2400000","3","2/25/2025"
"2515","2400000","6","2/25/2025"
"5140","2400000","3","2/25/2025"
"2600","2400000","9","2/25/2025"
"3531","2400000","3","2/25/2025"
"4693","2426386","2","2/25/2025"
"2670","2430000","8","2/25/2025"
"3023","2500000","5","2/25/2025"
"4476","2500000","14","2/25/2025"
"2584","2500000","2","2/25/2025"
"2880","2500000","4","2/25/2025"
"3266","2550083","8","2/25/2025"
"2558","2567000","2","2/25/2025"
"2429","2581542","3","2/25/2025"
"3750","2598391","15","2/25/2025"
"3199","2600000","8","2/25/2025"
"2903","2600000","7","2/25/2025"
"2042","2600000","4","2/25/2025"
"3638","2600000","5","2/25/2025"
"2651","2613000","6","2/25/2025"
"3761","2648230","8","2/25/2025"
"2312","2700000","15","2/25/2025"
"3649","2704016","7","2/25/2025"
"3520","2737692","8","2/25/2025"
"4758","2739000","2","2/25/2025"
"3326","2740000","5","2/25/2025"
"3890","2747000","15","2/25/2025"
"2054","2760000","8","2/25/2025"
"4048","2780000","3","2/25/2025"
"3793","2800000","3","2/25/2025"
"4273","2800000","8","2/25/2025"
"2326","2800000","5","2/25/2025"
"4556","2844000","2","2/25/2025"
"2527","2870000","2","2/25/2025"
"5046","2900000","8","2/25/2025"
"4847","2900000","1","2/25/2025"
"4899","2900000","8","2/25/2025"
"4239","2900000","3","2/25/2025"
"3008","2900000","14","2/25/2025"
"3349","2960000","9","2/25/2025"
"2031","2980000","8","2/25/2025"
"4775","3000000","6","2/25/2025"
"3167","3100000","3","2/25/2025"
"2950","3100000","5","2/25/2025"
"3508","3119753","3","2/25/2025"
"3853","3151000","5","2/25/2025"
"4183","3200000","3","2/25/2025"
"2566","3200000","15","2/25/2025"
"4803","3200000","3","2/25/2025"
"4293","3250000","5","2/25/2025"
"4945","3300000","3","2/25/2025"
"2573","3300000","15","2/25/2025"
"5256","3400000","6","2/25/2025"
"3489","3500000","3","2/25/2025"
"3289","3500000","6","2/25/2025"
"1971","3500000","9","2/25/2025"
"4034","3600000","8","2/25/2025"
"4050","3600000","8","2/25/2025"
"5109","3600000","5","2/25/2025"
"4530","3682213","1","2/25/2025"
"4077","3700000","3","2/25/2025"
"4174","3700000","2","2/25/2025"
"5197","3800000","6","2/25/2025"
"3340","3840000","2","2/25/2025"
"3951","3850000","6","2/25/2025"
"4503","4000000","3","2/25/2025"
"4121","4000000","3","2/25/2025"
"4833","4000000","9","2/25/2025"
"4939","4000000","3","2/25/2025"
"4979","4071468","3","2/25/2025"
"2347","4124297","8","2/25/2025"
"4032","4200000","6","2/25/2025"
"4185","4216098","3","2/25/2025"
"4533","4332000","9","2/25/2025"
"2716","4500000","3","2/25/2025"
"2264","4600000","9","2/25/2025"
"4790","4686000","3","2/25/2025"
"5041","4700000","3","2/25/2025"
"2289","4900000","2","2/25/2025"
"4260","4900000","3","2/25/2025"
